_id,School Name,Enrolled population,DTP coverage rate (%),DTP Religious exemption rate (%),MMR coverage rate (%),MMR Religious exemption rate (%),Lat,Lng
493,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,197,97.5,0.5,95.9,0.5,43.68729849,-79.38330488
494,OUR LADY OF SORROWS CATHOLIC SCHOOL,515,95.5,2.3,95.9,2.3,43.64801452,-79.51832504
495,OUR LADY OF THE ASSUMPTION CATHOLIC SCHOOL,240,84.6,1.3,78.8,1.3,43.71618939,-79.431283
496,OUR LADY OF VICTORY CATHOLIC SCHOOL,419,91.6,0.2,92.4,0.2,43.68332113,-79.49031478
497,OUR LADY OF WISDOM CATHOLIC SCHOOL,205,95.1,3.4,93.7,3.4,43.76210878,-79.30818873
498,OWEN PUBLIC SCHOOL,250,91.2,1.6,93.6,1.6,43.74905619,-79.3925162
499,PALMERSTON AVENUE JUNIOR PUBLIC SCHOOL,212,92,4.7,91,4.7,43.66814491,-79.41520495
500,PAPE AVENUE JUNIOR PUBLIC SCHOOL,178,96.6,2.2,97.2,2.2,43.67035189,-79.34189362
501,PARK LAWN JUNIOR AND MIDDLE SCHOOL,328,89,2.7,91.5,2.7,43.63770661,-79.49644692
502,PARKDALE COLLEGIATE INSTITUTE,504,87.1,2.2,94.6,2.2,43.63965751,-79.43606851
503,PARKDALE JUNIOR AND SENIOR PUBLIC SCHOOL,286,84.6,3.1,85.7,3.1,43.64318729,-79.43679858
504,PARKFIELD JUNIOR SCHOOL,110,90,2.7,92.7,1.8,43.6820942,-79.56976738
505,PARKSIDE ELEMENTARY SCHOOL,69,94.2,0,95.7,0,43.69985449,-79.31648307
506,PARKVIEW ALTERNATIVE SCHOOL,72,84.7,2.8,97.2,2.8,43.76737728,-79.31300261
507,PAULINE JOHNSON JUNIOR PUBLIC SCHOOL,119,90.8,0,95,0,43.78512986,-79.3035713
508,PAULINE JUNIOR PUBLIC SCHOOL,134,87.3,3.7,87.3,3.7,43.66248911,-79.43914367
509,PELMO PARK PUBLIC SCHOOL,121,82.6,2.5,86,2.5,43.71205673,-79.51811616
510,PERCY WILLIAMS JUNIOR PUBLIC SCHOOL,158,86.7,0,92.4,0,43.81266688,-79.26565853
511,PERTH AVENUE JUNIOR PUBLIC SCHOOL,134,85.8,4.5,87.3,4.5,43.66283136,-79.45241969
512,PIERRE LAPORTE MIDDLE SCHOOL,404,86.6,0.5,88.4,0.5,43.72507453,-79.49212431
513,PINEWAY PUBLIC SCHOOL,51,96.1,0,96.1,0,43.7957696,-79.37472553
514,PLEASANT PUBLIC SCHOOL,249,89.6,2.4,90.8,2.4,43.79006404,-79.43461296
515,PLEASANT VIEW MIDDLE SCHOOL,334,82.3,1.2,82.6,1.2,43.78748776,-79.33390321
516,POPE FRANCIS CATHOLIC SCHOOL,161,92.5,0.6,93.8,0.6,43.65163137,-79.42101618
517,POPLAR ROAD JUNIOR PUBLIC SCHOOL,138,97.1,1.4,98.6,1.4,43.75366045,-79.18747895
518,PORT ROYAL PUBLIC SCHOOL,205,93.2,1,91.7,1,43.8246324,-79.28996675
519,PORTAGE TRAIL COMMUNITY JUNIOR SCHOOL,443,85.3,2.5,89.6,2.5,43.69229618,-79.50976688
520,PRECIOUS BLOOD CATHOLIC SCHOOL,298,89.6,1,89.9,1,43.73935643,-79.30223742
521,PRESTEIGN HEIGHTS ELEMENTARY SCHOOL,101,94.1,4,93.1,4,43.70554334,-79.31719398
522,PRINCE OF PEACE CATHOLIC SCHOOL,201,95.5,1,94.5,1,43.82666428,-79.28015052
523,PRINCESS MARGARET JUNIOR SCHOOL,169,91.7,1.8,95.3,1.8,43.67130697,-79.5591424
524,QUEEN ALEXANDRA MIDDLE SCHOOL,345,93.9,2.9,93.6,2.9,43.6611761,-79.35051827
525,QUEEN VICTORIA JUNIOR PUBLIC SCHOOL,519,93.1,2.5,93.6,2.5,43.63625894,-79.43473265
526,QUEST ALTERNATIVE SENIOR SCHOOL,66,87.9,7.6,90.9,7.6,43.67046046,-79.35212966
527,R H KING ACADEMY,1264,88.9,0.7,97.5,0.6,43.72262234,-79.23745003
528,R H MCGREGOR ELEMENTARY SCHOOL,307,94.8,1.6,94.1,1.6,43.68999526,-79.32713574
529,R J LANG ELEMENTARY AND MIDDLE SCHOOL,278,86.3,1.1,88.5,1.1,43.78348538,-79.42651048
530,RANCHDALE PUBLIC SCHOOL,89,97.8,0,97.8,0,43.752458,-79.32329144
531,RAWLINSON COMMUNITY SCHOOL,427,93.7,2.3,94.4,2.3,43.68397707,-79.44004342
532,REGAL ROAD JUNIOR PUBLIC SCHOOL,277,93.1,2.2,94.9,2.2,43.67377517,-79.44006329
533,REGENT HEIGHTS PUBLIC SCHOOL,318,90.3,0.6,92.5,0.6,43.70708131,-79.2889046
534,REGINA MUNDI CATHOLIC SCHOOL,237,94.9,1.3,95.8,1.3,43.7098151,-79.45958643
535,RENE GORDON HEALTH AND WELLNESS ACADEMY,132,95.5,1.5,94.7,1.5,43.7616437,-79.3403815
536,RICHVIEW COLLEGIATE INSTITUTE,1047,88.3,2.9,96.8,2.9,43.67886863,-79.53891237
537,RIPPLETON PUBLIC SCHOOL,122,95.9,1.6,95.9,1.6,43.74090484,-79.36012047
538,RIVERCREST JUNIOR SCHOOL,80,93.8,3.8,93.8,3.8,43.72971618,-79.56951774
539,RIVERDALE COLLEGIATE INSTITUTE,1206,89.6,3.2,95.9,3.2,43.6700477,-79.33485982
540,ROBERT SERVICE SENIOR PUBLIC SCHOOL,169,94.7,0,98.8,0,43.72902515,-79.25117818
541,ROCKCLIFFE MIDDLE SCHOOL,303,91.1,2.3,91.1,2.3,43.67401618,-79.48843523
542,ROCKFORD PUBLIC SCHOOL,336,78.6,1.5,80.7,1.5,43.78622535,-79.45230102
543,RODEN PUBLIC SCHOOL,233,86.3,2.6,89.3,2.6,43.67387327,-79.32307649
544,ROLPH ROAD ELEMENTARY SCHOOL,190,97.9,1.1,96.3,1.1,43.69978359,-79.3662514
545,ROSE AVENUE JUNIOR PUBLIC SCHOOL,303,87.8,0,88.4,0,43.67016508,-79.3725055
546,ROSEDALE HEIGHTS SCHOOL OF THE ARTS,1062,83.1,8.4,89.3,8.4,43.67393966,-79.36601634
547,ROSEDALE JUNIOR PUBLIC SCHOOL,119,98.3,0,99.2,0,43.67765573,-79.38168603
548,ROSELANDS JUNIOR PUBLIC SCHOOL,166,86.7,1.8,90.4,1.8,43.68122679,-79.499061
549,ROSETHORN JUNIOR SCHOOL,183,94,5.5,94,5.5,43.65992057,-79.53948098
550,ROUGE VALLEY PUBLIC SCHOOL,146,97.3,0,98.6,0,43.79938626,-79.15128739
551,ROYWOOD PUBLIC SCHOOL,84,95.2,1.2,95.2,1.2,43.76472407,-79.32177318
552,RUNNYMEDE COLLEGIATE INSTITUTE,545,88.6,1.7,96.5,1.7,43.66353227,-79.48981138
553,RUNNYMEDE JUNIOR AND SENIOR PUBLIC SCHOOL,601,96.7,1.2,97.3,1.3,43.655965,-79.477517
554,RYERSON COMMUNITY SCHOOL,278,72.3,1.4,74.5,1.4,43.65122054,-79.40263666
555,SACRED HEART CATHOLIC SCHOOL,170,92.9,1.2,93.5,1.2,43.812184,-79.220144
556,SAMUEL HEARNE PUBLIC SCHOOL,376,86.4,0.5,90.2,0.5,43.69523843,-79.28367519
557,SANTA MARIA CATHOLIC SCHOOL,137,93.4,0,94.2,0,43.68097329,-79.47768089
558,SATEC at W A PORTER COLLEGIATE INSTITUTE,1199,89.3,0.3,95.7,0.3,43.71659346,-79.28726952
559,SCARBOROUGH VILLAGE PUBLIC SCHOOL,121,90.1,0,93.4,0,43.74411936,-79.22207179
560,SCHOOL OF EXPERIENTIAL EDUCATION,72,76.4,1.4,97.2,1.4,43.70163502,-79.54639098
561,SCHOOL OF LIFE EXPERIENCE,120,85.8,0.8,95,0.8,43.67928073,-79.32277189
562,SECOND STREET JUNIOR MIDDLE SCHOOL,298,89.3,2.3,91.6,2.3,43.60366842,-79.49976626
563,SECORD ELEMENTARY SCHOOL,239,84.9,2.1,90,2.1,43.6923789,-79.30183124
564,SEED ALTERNATIVE SCHOOL,75,80,4,93.3,4,43.66227211,-79.35037499
565,SELWYN ELEMENTARY SCHOOL,128,95.3,3.1,96.1,3.1,43.70843965,-79.30632594
566,SENATOR O'CONNOR COLLEGE SCHOOL,1364,90.1,1.4,95.3,1.4,43.75082727,-79.31736855
567,SENECA HILL PUBLIC SCHOOL,150,99.3,0,98.7,0,43.79087042,-79.35029699
568,SENECA SCHOOL,53,88.7,3.8,90.6,3.8,43.65093395,-79.58254583
569,SEVENTH STREET JUNIOR SCHOOL,86,93,4.7,93,4.7,43.59991069,-79.50463054
570,SHAUGHNESSY PUBLIC SCHOOL,126,98.4,0,98.4,0,43.7703833,-79.35168206
571,SHEPPARD PUBLIC SCHOOL,67,98.5,1.5,95.5,1.5,43.74542436,-79.48826066
572,SHIRLEY STREET JUNIOR PUBLIC SCHOOL,83,91.6,8.4,91.6,8.4,43.64852424,-79.43672217
573,SHOREHAM PUBLIC SCHOOL,104,92.3,0,92.3,0,43.76879954,-79.51738797
574,SILVER SPRINGS PUBLIC SCHOOL,221,95,0,94.1,0,43.80442951,-79.30237697
575,SILVERTHORN COLLEGIATE INSTITUTE,879,83.8,3,93.9,3,43.63783591,-79.58038855
576,SILVERTHORN COMMUNITY SCHOOL,201,87.6,3,90,3,43.68724942,-79.46941511
577,SIR ADAM BECK JUNIOR SCHOOL,178,92.7,4.5,93.8,4.5,43.60160187,-79.54816183
578,SIR ALEXANDER MACKENZIE SENIOR PUBLIC SCHOOL,398,93.5,1.3,95.7,1.3,43.70106136,-79.3710115
579,SIR ERNEST MACMILLAN SENIOR PUBLIC SCHOOL,374,93.9,1.3,94.4,1.3,43.80687627,-79.3281933
580,SIR JOHN A MACDONALD COLLEGIATE INSTITUTE,1130,89.3,1.4,95.2,1.2,43.78707736,-79.32367051
581,SIR OLIVER MOWAT COLLEGIATE INSTITUTE,1074,89.3,2.2,96.9,2.2,43.77930193,-79.14223832
582,SIR SAMUEL B STEELE JUNIOR PUBLIC SCHOOL,192,94.3,1,95.8,1,43.80687627,-79.3281933
583,SIR WILFRID LAURIER COLLEGIATE INSTITUTE,1348,88.6,1,96.1,1,43.7470335,-79.19699148
584,SIR WILLIAM OSLER HIGH SCHOOL,141,87.2,0.7,93.6,0.7,43.79756649,-79.28740133
585,SLOANE PUBLIC SCHOOL,96,94.8,0,96.9,0,43.73121223,-79.31033966
586,SMITHFIELD MIDDLE SCHOOL,637,93.4,0.2,94.5,0.2,43.75001113,-79.59575188
587,SOUTH EAST YEAR ROUND ALTERNATIVE CENTRE,64,89.1,0,100,0,43.728315,-79.256276
588,SPECTRUM ALTERNATIVE SENIOR SCHOOL,60,91.7,8.3,91.7,8.3,43.69927642,-79.39489644
589,SPRUCECOURT JUNIOR PUBLIC SCHOOL,168,91.1,1.2,95.2,1.2,43.66448601,-79.36382992
590,ST AGATHA CATHOLIC SCHOOL,244,96.3,0.8,97.5,0.8,43.7236402,-79.22982087
591,ST AGNES CATHOLIC SCHOOL,207,84.1,2.4,82.6,2.4,43.79857548,-79.40260425
592,ST AIDAN CATHOLIC SCHOOL,184,90.2,0.5,93.5,0.5,43.79737949,-79.30936652
593,ST ALBERT CATHOLIC SCHOOL,281,94.3,1.1,94,1.1,43.74360886,-79.26136635
594,ST ALPHONSUS CATHOLIC SCHOOL,140,90,1.4,91.4,1.4,43.68291369,-79.43220644
595,ST AMBROSE CATHOLIC SCHOOL,219,90.9,4.6,92.7,4.6,43.6083701,-79.55012287
596,ST ANDRE CATHOLIC SCHOOL,365,91,0,89.6,0,43.72399451,-79.51763291
597,ST ANDREW CATHOLIC SCHOOL,459,85.8,0.2,89.8,0.2,43.74493114,-79.58238178
598,ST ANDREWS MIDDLE SCHOOL,392,92.6,2.3,94.4,2.3,43.75159735,-79.39032976
599,ST ANDREWS PUBLIC SCHOOL,191,93.7,0,94.2,0,43.76664525,-79.25479628
600,ST ANGELA CATHOLIC SCHOOL,322,83.2,0.6,86.3,0.6,43.75338681,-79.59579099
601,ST ANSELM CATHOLIC SCHOOL,233,94.8,3,96.1,3,43.70539439,-79.37159516
602,ST ANTHONY CATHOLIC SCHOOL,207,88.4,2.4,91.8,2.4,43.66370352,-79.43496884
603,ST ANTOINE DANIEL CATHOLIC SCHOOL,242,88.8,0.4,88.8,0.4,43.77701083,-79.42984477
604,ST AUGUSTINE CATHOLIC SCHOOL,342,89.8,0.3,89.5,0.3,43.76823652,-79.52506429
605,ST BARBARA CATHOLIC SCHOOL,207,90.3,1.4,90.3,1.4,43.76231218,-79.21875843
606,ST BARNABAS CATHOLIC SCHOOL,187,98.4,1.1,97.9,1.1,43.79724122,-79.22851192
607,ST BARTHOLOMEW CATHOLIC SCHOOL,52,94.2,5.8,94.2,5.8,43.78960341,-79.27161837
608,ST BASIL-THE-GREAT COLLEGE SCHOOL,1304,89.3,0.7,95.4,0.7,43.72716809,-79.53345069
609,ST BEDE CATHOLIC SCHOOL,93,96.8,0,97.8,0,43.81797891,-79.2065477
610,ST BENEDICT CATHOLIC SCHOOL,385,91.7,0.8,92.5,0.5,43.72069467,-79.57201689
611,ST BERNARD CATHOLIC SCHOOL,404,92.8,1.2,92.8,1.2,43.70250622,-79.50060787
612,ST BONAVENTURE CATHOLIC SCHOOL,377,96,1.1,96,1.1,43.73303235,-79.35625364
613,ST BONIFACE CATHOLIC SCHOOL,209,92.3,0,91.9,0,43.74092025,-79.21997302
614,ST BRENDAN CATHOLIC SCHOOL,354,97.7,0.6,98.6,0.6,43.78254695,-79.14925055
615,ST BRIGID CATHOLIC SCHOOL,355,92.4,2,93.8,2,43.68694895,-79.31689929
616,ST BRUNO / ST RAYMOND CATHOLIC SCHOOL,149,85.9,6,87.2,5.4,43.67323995,-79.42706293
617,ST CATHERINE CATHOLIC SCHOOL,71,84.5,4.2,87.3,4.2,43.74233527,-79.32473908
618,ST CECILIA CATHOLIC SCHOOL,394,95.9,2,97.2,2,43.66142319,-79.47283128
619,ST CHARLES CATHOLIC SCHOOL,176,95.5,1.1,94.3,1.1,43.71328189,-79.45135069
620,ST CHARLES GARNIER CATHOLIC SCHOOL,270,90.4,0.7,90.7,0.7,43.76259569,-79.51814172
621,ST CLARE CATHOLIC SCHOOL,254,92.1,1.6,94.5,1.6,43.67941147,-79.44155159
622,ST CLEMENT CATHOLIC SCHOOL,283,96.1,2.1,96.5,2.1,43.63224729,-79.57380819
623,ST CLEMENT CATHOLIC SCHOOL,328,37.2,1.5,81.1,1.5,43.63224729,-79.57380819
624,ST COLUMBA CATHOLIC SCHOOL,134,90.3,3,92.5,3,43.80619345,-79.21182741
625,ST CONRAD CATHOLIC SCHOOL,349,94.8,0.6,93.4,0.6,43.73008526,-79.49345429
626,ST CYRIL CATHOLIC SCHOOL,178,96.6,1.1,96.6,1.1,43.77705227,-79.41670118
627,ST DEMETRIUS CATHOLIC SCHOOL,166,86.1,6.6,90.4,6.6,43.68465421,-79.52196594
628,ST DENIS CATHOLIC SCHOOL,179,94.4,3.9,94.4,3.9,43.67299835,-79.28990762
629,ST DOMINIC SAVIO CATHOLIC SCHOOL,159,93.1,1.3,94.3,1.3,43.79828437,-79.15602387
630,ST DOROTHY CATHOLIC SCHOOL,200,95.5,1,95,1,43.7314927,-79.59173973
631,ST DUNSTAN CATHOLIC SCHOOL,142,90.8,0.7,90.8,0.7,43.6934292,-79.2842392
632,ST EDMUND CAMPION CATHOLIC SCHOOL,156,98.7,0,96.8,0,43.78803168,-79.21609072
633,ST EDWARD CATHOLIC SCHOOL,285,94.4,1.1,93.7,1.1,43.75395182,-79.41340608
634,ST ELIZABETH CATHOLIC SCHOOL,147,89.1,2,91.2,2,43.6349427,-79.55745671
635,ST ELIZABETH SETON CATHOLIC SCHOOL,103,92.2,1.9,95.1,1.9,43.78895124,-79.24670583
636,ST EUGENE CATHOLIC SCHOOL,218,94.5,2.8,95.9,2.8,43.69260281,-79.53749174
637,ST FIDELIS CATHOLIC SCHOOL,376,95.5,2.9,95.7,2.9,43.71728752,-79.48494849
638,ST FLORENCE CATHOLIC SCHOOL,108,94.4,0.9,93.5,0.9,43.79691679,-79.20936572
639,ST FRANCIS DE SALES CATHOLIC SCHOOL,280,90.4,0,89.6,0,43.75413291,-79.51912451
640,ST FRANCIS OF ASSISI CATHOLIC SCHOOL,117,92.3,3.4,96.6,3.4,43.65619987,-79.41462812
641,ST FRANCIS XAVIER CATHOLIC SCHOOL,326,89.6,0.6,91.1,0.6,43.71084951,-79.48340706
642,ST GABRIEL CATHOLIC SCHOOL,186,86.6,1.6,86.6,1.6,43.7693579,-79.39134138
643,ST GABRIEL LALEMANT CATHOLIC SCHOOL,97,95.9,2.1,96.9,2.1,43.81270363,-79.22672748
644,ST GEORGE'S JUNIOR SCHOOL,81,95.1,2.5,95.1,2.5,43.67260051,-79.54171219
645,ST GERALD CATHOLIC SCHOOL,180,86.7,1.1,87.2,1.1,43.78071327,-79.32637982
646,ST GREGORY CATHOLIC SCHOOL,458,95,3.1,94.5,3.1,43.65963894,-79.54502121
647,ST HELEN CATHOLIC SCHOOL,258,95.3,0.8,97.3,0.8,43.65208457,-79.43615633
648,ST HENRY CATHOLIC SCHOOL,154,92.9,0.6,94.2,0.6,43.81364309,-79.32831621
649,ST IGNATIUS OF LOYOLA CATHOLIC SCHOOL,76,94.7,3.9,92.1,3.9,43.80357849,-79.26541329
650,ST ISAAC JOGUES CATHOLIC SCHOOL,201,92.5,0,92.5,0,43.76232534,-79.32196017
651,ST JAMES CATHOLIC SCHOOL,113,94.7,0.9,95.6,0.9,43.66467369,-79.49539788
652,ST JANE FRANCES CATHOLIC SCHOOL,436,92,0.5,93.3,0.5,43.74214816,-79.51316565
653,ST JEAN DE BREBEUF CATHOLIC SCHOOL,140,96.4,0.7,97.9,0.7,43.80251384,-79.17404098
654,ST JEROME CATHOLIC SCHOOL,317,88.6,0.3,91.5,0.3,43.7488344,-79.48854188
655,ST JOACHIM CATHOLIC SCHOOL,173,97.1,0,98.3,0,43.71282528,-79.27514407
656,ST JOHN BOSCO CATHOLIC SCHOOL,199,97.5,0,96.5,0,43.68871579,-79.45055774
657,ST JOHN CATHOLIC SCHOOL,284,95.1,0.7,96.5,0.7,43.68022438,-79.29456867
658,ST JOHN PAUL II CATHOLIC SECONDARY SCHOOL,1311,90.5,0.6,97.6,0.6,43.78972262,-79.19955141
659,ST JOHN THE EVANGELIST CATHOLIC SCHOOL,259,92.7,0,93.1,0,43.71886369,-79.51022704
660,ST JOHN VIANNEY CATHOLIC SCHOOL,234,94,3,91.9,3,43.73797591,-79.55384621
661,ST JOHN XXIII CATHOLIC SCHOOL,264,86,0.4,84.5,0.4,43.71245397,-79.32984789
662,ST JOSAPHAT CATHOLIC SCHOOL,90,83.3,7.8,82.2,7.8,43.59929856,-79.50905953
663,ST JOSEPH CATHOLIC SCHOOL,125,98.4,0.8,97.6,0.8,43.66580807,-79.33189055
664,ST JOSEPH'S COLLEGE SCHOOL,771,90.3,0.9,95.1,0.9,43.66443686,-79.38886466
665,ST JOSEPHS MORROW PARK HIGH SCHOOL,468,85.9,0.6,89.5,0.6,43.79713693,-79.39208061
666,ST JUDE CATHOLIC SCHOOL,475,92,0,94.1,0,43.74048448,-79.53925654
667,ST KATERI TEKAKWITHA CATHOLIC SCHOOL,186,84.9,2.7,82.3,2.7,43.78581971,-79.33805159
668,ST KEVIN CATHOLIC SCHOOL,150,98,0.7,98,0.7,43.75070676,-79.30585727
669,ST LAWRENCE CATHOLIC SCHOOL,288,94.1,0.7,93.8,0.7,43.74930639,-79.27992084
670,ST LEO CATHOLIC SCHOOL,168,93.5,1.8,94,1.8,43.61427999,-79.49628845
671,ST LOUIS CATHOLIC SCHOOL,118,96.6,1.7,96.6,1.7,43.62574512,-79.50095538
672,ST LUIGI CATHOLIC SCHOOL,79,93.7,0,92.4,0,43.66283136,-79.45241969
673,ST MALACHY CATHOLIC SCHOOL,184,94,1.1,95.1,1.1,43.77102043,-79.16663443
674,ST MARCELLUS CATHOLIC SCHOOL,242,86.8,1.7,88,1.7,43.67979194,-79.55422495
675,ST MARGARET CATHOLIC SCHOOL,416,91.8,0.5,88.5,0.5,43.72897291,-79.44135545
676,ST MARGARET'S PUBLIC SCHOOL,171,86.5,1.8,90.6,1.8,43.76826718,-79.19594342
677,ST MARGUERITE BOURGEOYS CATHOLIC SCHOOL,58,96.6,0,98.3,0,43.80910932,-79.28561349
678,ST MARIA GORETTI CATHOLIC SCHOOL,637,93.9,0.2,93.9,0.2,43.72983532,-79.26592211
679,ST MARK CATHOLIC SCHOOL,120,90.8,6.7,89.2,6.7,43.63449985,-79.49019751
680,ST MARTHA CATHOLIC SCHOOL,135,91.9,2.2,93.3,2.2,43.741068,-79.50232466
681,ST MARTIN DE PORRES CATHOLIC SCHOOL,257,89.1,0,91.4,0,43.76712859,-79.18682181
682,ST MARY CATHOLIC SCHOOL,187,92.5,1.6,93.6,1.6,43.64584381,-79.40463497
683,ST MARY OF THE ANGELS CATHOLIC SCHOOL,150,97.3,0,96,0,43.67211886,-79.44029271
684,ST MARY'S CATHOLIC SECONDARY SCHOOL,690,83.5,1.3,89.4,1.3,43.6577936,-79.43215429
685,ST MATTHEW CATHOLIC SCHOOL,338,97,0.3,97.3,0.3,43.68067023,-79.46794288
686,ST MATTHIAS CATHOLIC SCHOOL,169,88.2,2.4,88.2,2.4,43.78489022,-79.35945563
687,ST MAURICE CATHOLIC SCHOOL,170,94.1,0,95.3,0,43.69781276,-79.55393287
688,ST MICHAEL CATHOLIC SCHOOL,105,87.6,1,96.2,1,43.64786941,-79.36961971
689,ST MICHAEL'S CHOIR (JR) SCHOOL,167,93.4,3,94.6,3,43.65544574,-79.37768726
690,ST MICHAEL'S CHOIR (SR) SCHOOL,89,86.5,2.2,95.5,2.2,43.65544574,-79.37768726
691,ST MONICA CATHOLIC SCHOOL,195,90.3,1,93.8,1,43.71015928,-79.3976277
692,ST MOTHER TERESA CATHOLIC ACADEMY,414,87.7,2.2,92,2.2,43.8096588,-79.21482977
693,ST NICHOLAS CATHOLIC SCHOOL,232,95.3,1.3,95.3,1.3,43.74764379,-79.23285549
694,ST NICHOLAS OF BARI CATHOLIC SCHOOL,393,96.9,0.5,97.5,0.5,43.68282437,-79.4604932
695,ST NORBERT CATHOLIC SCHOOL,210,92.4,1.9,91,1.9,43.73410029,-79.46450004
696,ST PASCHAL BAYLON CATHOLIC SCHOOL,450,89.6,0.2,86.2,0.2,43.79220069,-79.43132189
697,ST PATRICK CATHOLIC SECONDARY SCHOOL,782,87,0.9,90.9,0.9,43.67845032,-79.32800364
698,ST PAUL CATHOLIC SCHOOL,104,89.4,0,90.4,0,43.65548894,-79.36173419
699,ST PIUS X CATHOLIC SCHOOL,315,95.2,1.3,95.2,1.3,43.65127722,-79.48471334
700,ST RAPHAEL CATHOLIC SCHOOL,301,94,1,94,1,43.72856134,-79.48848695
701,ST RENE GOUPIL CATHOLIC SCHOOL,118,50.8,0,51.7,0,43.81934836,-79.28830312
702,ST RICHARD CATHOLIC SCHOOL,260,95,0.8,98.1,0.8,43.76837294,-79.24028339
703,ST RITA CATHOLIC SCHOOL,51,96.1,0,100,0,43.66613477,-79.45644834
704,ST ROBERT CATHOLIC SCHOOL,381,94.5,0.5,92.1,0.5,43.74909669,-79.44772492
705,ST ROCH CATHOLIC SCHOOL,229,95.6,0,97.4,0,43.75370797,-79.56674972
706,ST ROSE OF LIMA CATHOLIC SCHOOL,274,93.4,0,92.3,0,43.75748239,-79.24055992
707,ST SEBASTIAN CATHOLIC SCHOOL,136,94.9,3.7,94.9,3.7,43.66276615,-79.43992647
708,ST SIMON CATHOLIC SCHOOL,319,94,0.6,95,0.6,43.71890861,-79.53298735
709,ST STEPHEN CATHOLIC SCHOOL,270,91.9,0.4,93.7,0.4,43.7222273,-79.55211379
710,ST SYLVESTER CATHOLIC SCHOOL,110,97.3,1.8,96.4,1.8,43.80442951,-79.30237697
711,ST TERESA CATHOLIC SCHOOL,170,88.8,0.6,91.8,0.6,43.59929856,-79.50905953
712,ST THERESA SHRINE CATHOLIC SCHOOL,123,96.7,0,95.9,0,43.71563786,-79.24247559
713,ST THOMAS AQUINAS CATHOLIC SCHOOL,331,92.1,0,94.3,0,43.69588971,-79.44574378
714,ST THOMAS MORE CATHOLIC SCHOOL,208,92.8,0,94.7,0,43.77870333,-79.2254549
715,ST TIMOTHY CATHOLIC SCHOOL,392,94.1,1.3,91.8,1.3,43.77515317,-79.35136251
716,ST URSULA CATHOLIC SCHOOL,158,95.6,0.6,94.3,0.6,43.75082107,-79.19998668
717,ST VICTOR CATHOLIC SCHOOL,203,95.1,0.5,95.1,0.5,43.76905716,-79.25910537
718,ST VINCENT DE PAUL CATHOLIC SCHOOL,208,94.2,3.4,92.3,3.4,43.64682927,-79.44792302
719,ST WILFRID CATHOLIC SCHOOL,411,84.9,0.5,85.9,0.5,43.75991688,-79.50255431
720,STANLEY PUBLIC SCHOOL,175,90.3,1.1,93.7,1.1,43.74183118,-79.51782704
721,STEELESVIEW PUBLIC SCHOOL,173,98.8,0.6,98.8,0.6,43.80266609,-79.38563286
722,STELLA MARIS CATHOLIC SCHOOL,224,96,0.4,96.4,0.4,43.67969136,-79.44452074
723,STEPHEN LEACOCK COLLEGIATE INSTITUTE,582,84.5,0.7,90.2,0.7,43.78520343,-79.30085689
724,STILECROFT PUBLIC SCHOOL,100,94,1,95,1,43.75105582,-79.4932051
725,STS COSMAS AND DAMIAN CATHOLIC SCHOOL,231,93.1,0.9,92.2,0.9,43.70659006,-79.44556836
726,SUBWAY ACADEMY I,44,79.5,9.1,90.9,9.1,43.67914023,-79.33663606
727,SUBWAY ACADEMY II,51,68.6,2,82.4,2,43.65576524,-79.3957051
728,SUMMIT HEIGHTS PUBLIC SCHOOL,239,96.7,2.5,96.7,2.5,43.74132177,-79.43003694
729,SUNNY VIEW JUNIOR AND SENIOR PUBLIC SCHOOL,57,89.5,3.5,87.7,3.5,43.71984376,-79.38733761
730,SUNNYLEA JUNIOR SCHOOL,133,93.2,3.8,93.2,3.8,43.64244399,-79.50687324
731,SWANSEA JUNIOR AND SENIOR PUBLIC SCHOOL,553,96.2,3.3,96.4,3.3,43.64345739,-79.47708504
732,TAM O'SHANTER JUNIOR PUBLIC SCHOOL,161,90.1,0.6,90.7,0.6,43.78507164,-79.29766169
733,TAYLOR CREEK PUBLIC SCHOOL,235,92.3,0,93.2,0,43.70003776,-79.27728774
734,TECUMSEH SENIOR PUBLIC SCHOOL,263,89.4,0.4,93.5,0.4,43.76365832,-79.21697024
735,TERRAVIEW-WILLOWFIELD PUBLIC SCHOOL,178,93.8,3.9,93.3,3.9,43.76378291,-79.30857274
736,TERRY FOX PUBLIC SCHOOL,243,93,0,95.5,0,43.81589936,-79.3186863
737,THE DIVINE INFANT CATHOLIC SCHOOL,77,94.8,1.3,94.8,1.3,43.8218115,-79.27033145
738,THE ELMS JUNIOR MIDDLE SCHOOL,262,81.3,1.5,83.2,1.5,43.7222273,-79.55211379
739,THE GROVE COMMUNITY SCHOOL,58,75.9,24.1,75.9,24.1,43.64602125,-79.42884725
740,THE HOLY TRINITY CATHOLIC SCHOOL,210,91,2.4,95.2,2.4,43.59514135,-79.51653877
741,THE STUDENT SCHOOL,66,78.8,1.5,93.9,1.5,43.6570501,-79.47413781
742,THE WATERFRONT SCHOOL,121,81.8,4.1,86.8,4.1,43.63574882,-79.39718759
743,THISTLETOWN COLLEGIATE INSTITUTE,467,83.5,1.3,94.6,0.9,43.72772656,-79.56245265
744,THOMAS L WELLS PUBLIC SCHOOL,349,95.4,0,97.1,0,43.8243707,-79.225979
